,post_id,text,language,publication_time,collection_time,comments,likes,reposts,citations
1586,1640611958893445120,Check out this listing I just added to my #Poshmark closet: Chanel Dust Bag large shoe. https://t.co/1eibM8tCEP #shopmycloset @poshmarkapp,en,2023-03-28 07:09:06+00:00,2023-03-28 09:33:55.355988+00:00,0,0,0,0
1587,1640611951888801792,"RT @lotusworld02: For sale 
Promo promo promo
1 to 3 plots
Price: 7.5 million per plot (Negotiable)
Titles Govt. Approved excision 
Locatio…",en,2023-03-28 07:09:05+00:00,2023-03-28 09:33:55.355988+00:00,0,0,117,0
1588,1640611942917103616,"RT @lotusworld02: For sale 
Promo promo promo
1 to 3 plots
Price: 7.5 million per plot (Negotiable)
Titles Govt. Approved excision 
Locatio…",en,2023-03-28 07:09:02+00:00,2023-03-28 09:33:55.355988+00:00,0,0,117,0
1589,1640611938466930693,"RT @lotusworld02: For sale 
Promo promo promo
1 to 3 plots
Price: 7.5 million per plot (Negotiable)
Titles Govt. Approved excision 
Locatio…",en,2023-03-28 07:09:01+00:00,2023-03-28 09:33:55.355988+00:00,0,0,117,0
1590,1640611929101152258,"RT @lotusworld02: For sale 
Promo promo promo
1 to 3 plots
Price: 7.5 million per plot (Negotiable)
Titles Govt. Approved excision 
Locatio…",en,2023-03-28 07:08:59+00:00,2023-03-28 09:33:55.355988+00:00,0,0,117,0
1591,1640611924579844096,"RT @BasahSultan: 🅾️031
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 07:08:58+00:00,2023-03-28 09:33:55.355988+00:00,0,0,44,0
1592,1640611882443603969,"RT @cuntyleos: #gdragon: working with the three holy trinity luxurious brands(CHANEL,NIKE &amp; BMW)

his antis: unbooked &amp; unbusy with $0.15 i…",en,2023-03-28 07:08:48+00:00,2023-03-28 09:33:55.355988+00:00,0,0,39,0
1593,1640611881286025219,"RT @lotusworld02: For sale 
Promo promo promo
1 to 3 plots
Price: 7.5 million per plot (Negotiable)
Titles Govt. Approved excision 
Locatio…",en,2023-03-28 07:08:48+00:00,2023-03-28 09:33:55.371612+00:00,0,0,117,0
1594,1640611877301669888,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 07:08:47+00:00,2023-03-28 09:33:55.841984+00:00,0,0,343,0
1595,1640611864747933702,"RT @lotusworld02: For sale 
Promo promo promo
1 to 3 plots
Price: 7.5 million per plot (Negotiable)
Titles Govt. Approved excision 
Locatio…",en,2023-03-28 07:08:44+00:00,2023-03-28 09:33:55.841984+00:00,0,0,117,0
